ORGANISATION NAME,EFEFCTIVE DATE,DIRECTORATE,SUPPLIER NAME,DATE PAID,AMOUNT (£),PURPOSE,TRANSACTION No.
ROCHDALE BOROUGH COUNCIL,12-Dec-24,EARLY HELP AND SCHOOLS,FINDEL EDUCATION LIMITED,12-Dec-24,13.99 ,ARTS & CRAFTS,V002328405
ROCHDALE BOROUGH COUNCIL,12-Dec-24,EARLY HELP AND SCHOOLS,FINDEL EDUCATION LIMITED,12-Dec-24,5.29 ,ARTS & CRAFTS,V002328405
ROCHDALE BOROUGH COUNCIL,12-Dec-24,EARLY HELP AND SCHOOLS,FINDEL EDUCATION LIMITED,12-Dec-24,28.89 ,ARTS & CRAFTS,V002328405
ROCHDALE BOROUGH COUNCIL,12-Dec-24,EARLY HELP AND SCHOOLS,FINDEL EDUCATION LIMITED,12-Dec-24,13.00 ,EQUIPMENT - GENERAL,V002328405
ROCHDALE BOROUGH COUNCIL,12-Dec-24,EARLY HELP AND SCHOOLS,FINDEL EDUCATION LIMITED,12-Dec-24,15.99 ,PRINTING & STATIONERY,V002328405
ROCHDALE BOROUGH COUNCIL,09-Dec-24,PUBLIC HEALTH,SPIN PRINT SOLUTIONS,09-Dec-24,45.00 ,PRINTING & STATIONERY,V002328406
ROCHDALE BOROUGH COUNCIL,09-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,BALL COLEGRAVE LIMITED,09-Dec-24,110.31 ,"TREES, SHRUBS, PLANTS",V002328407
ROCHDALE BOROUGH COUNCIL,09-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,BALL COLEGRAVE LIMITED,09-Dec-24,110.31 ,"TREES, SHRUBS, PLANTS",V002328407
ROCHDALE BOROUGH COUNCIL,04-Dec-24,ECONOMY DIRECTORATE,AQUACOOL LTD,04-Dec-24,54.00 ,REFRESHMENTS,V002328408
ROCHDALE BOROUGH COUNCIL,09-Dec-24,PROPERTY AND HIGHWAYS,SCHNEIDER ELECTRIC LIMITED,09-Dec-24,"1,874.97 ",SPECIFIED MAINTENANCE,V002328409
ROCHDALE BOROUGH COUNCIL,09-Dec-24,EARLY HELP AND SCHOOLS,FINDEL EDUCATION LIMITED,09-Dec-24,71.98 ,EQUIPMENT - GENERAL,V002328410
ROCHDALE BOROUGH COUNCIL,09-Dec-24,EARLY HELP AND SCHOOLS,FINDEL EDUCATION LIMITED,09-Dec-24,23.98 ,EQUIPMENT - GENERAL,V002328410
ROCHDALE BOROUGH COUNCIL,09-Dec-24,EARLY HELP AND SCHOOLS,FINDEL EDUCATION LIMITED,09-Dec-24,23.98 ,EQUIPMENT - GENERAL,V002328410
ROCHDALE BOROUGH COUNCIL,09-Dec-24,EARLY HELP AND SCHOOLS,FINDEL EDUCATION LIMITED,09-Dec-24,70.90 ,EQUIPMENT - GENERAL,V002328410
ROCHDALE BOROUGH COUNCIL,09-Dec-24,EARLY HELP AND SCHOOLS,FINDEL EDUCATION LIMITED,09-Dec-24,158.97 ,EQUIPMENT - GENERAL,V002328410
ROCHDALE BOROUGH COUNCIL,09-Dec-24,ECONOMY DIRECTORATE,FELLTARN LIMITED,09-Dec-24,706.80 ,MARKETING EXPENDITURE,V002328412
ROCHDALE BOROUGH COUNCIL,09-Dec-24,EARLY HELP AND SCHOOLS,THE TOGETHER TRUST,09-Dec-24,558.00 ,RESIDENTIAL RESPITE - CHILDRENS SERVICES,V002328413
ROCHDALE BOROUGH COUNCIL,09-Dec-24,RESOURCES,LUMUS360 LTD,09-Dec-24,"6,300.00 ",SUBSCRIPTIONS,V002328416
ROCHDALE BOROUGH COUNCIL,09-Dec-24,RESOURCES,STUART ROBERTSON AND ASSOCIATES LTD,09-Dec-24,675.00 ,OFFICE EXPENSES,V002328417
ROCHDALE BOROUGH COUNCIL,16-Dec-24,ECONOMY DIRECTORATE,SHERRATT GROUP LTD,16-Dec-24,811.25 ,GROUNDS MAINTENANCE GENERAL,V002328434
ROCHDALE BOROUGH COUNCIL,16-Dec-24,ECONOMY DIRECTORATE,SHERRATT GROUP LTD,16-Dec-24,811.25 ,GROUNDS MAINTENANCE GENERAL,V002328434
ROCHDALE BOROUGH COUNCIL,16-Dec-24,ECONOMY DIRECTORATE,SHERRATT GROUP LTD,16-Dec-24,250.00 ,GROUNDS MAINTENANCE GENERAL,V002328436
ROCHDALE BOROUGH COUNCIL,04-Dec-24,EARLY HELP AND SCHOOLS,SEDDON CONSTRUCTION LTD,04-Dec-24,"2,779.35 ",MINOR BUILDING WORKS,V002328438
ROCHDALE BOROUGH COUNCIL,03-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,AQUAM WATER SERVICES LTD,03-Dec-24,134.64 ,WATER CHARGES,V002328446
ROCHDALE BOROUGH COUNCIL,10-Dec-24,EARLY HELP AND SCHOOLS,EDFORALL LTD,10-Dec-24,"3,600.00 ",CURRICULUM DEVELOPMENT,V002328451
ROCHDALE BOROUGH COUNCIL,10-Dec-24,ADULT CARE LCO FUNCTIONS,NONSTOP CONSULTING LTD,10-Dec-24,"1,275.00 ",AGENCY STAFF,V002328453
ROCHDALE BOROUGH COUNCIL,10-Dec-24,ADULT CARE LCO FUNCTIONS,NONSTOP CONSULTING LTD,10-Dec-24,"1,526.25 ",AGENCY STAFF,V002328454
ROCHDALE BOROUGH COUNCIL,02-Dec-24,EARLY HELP AND SCHOOLS,CAR 2000 HEYWOOD LLP,02-Dec-24,15.20 ,TAXI HIRE,V002328455
ROCHDALE BOROUGH COUNCIL,10-Dec-24,EARLY HELP AND SCHOOLS,PACE ALTERNATIVE EDUCATION LTD,10-Dec-24,"1,715.00 ",OTHER EST - SEN PROVISION,V002328456
ROCHDALE BOROUGH COUNCIL,10-Dec-24,ADULT CARE LCO FUNCTIONS,ASSOCIATED CLEANING CONTRACTORS,10-Dec-24,60.50 ,WINDOW CLEANING AND EQUIPMENT,V002328457
ROCHDALE BOROUGH COUNCIL,10-Dec-24,ECONOMY DIRECTORATE,CONSTELLIA  PUBLIC LTD,10-Dec-24,"1,144.03 ",CONSULTANTS FEES,V002328460
ROCHDALE BOROUGH COUNCIL,10-Dec-24,ECONOMY DIRECTORATE,G2 RECRUITMENT SOLUTIONS LTD,10-Dec-24,"3,080.00 ",AGENCY STAFF,V002328462
ROCHDALE BOROUGH COUNCIL,10-Dec-24,PUBLIC HEALTH,PANORAMIC ASSOCIATES LTD,10-Dec-24,"2,025.00 ",CONSULTANT FEES,V002328463
ROCHDALE BOROUGH COUNCIL,10-Dec-24,RESOURCES,CRITIQOM LIMITED,10-Dec-24,305.92 ,PRINTING & STATIONERY,V002328464
ROCHDALE BOROUGH COUNCIL,10-Dec-24,ADULT CARE LCO FUNCTIONS,CITY LIFT SERVICES NORTH WEST LTD,10-Dec-24,"1,650.00 ",MAINTENANCE STAIRLIFTS,V002328465
ROCHDALE BOROUGH COUNCIL,10-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,ECCTIS LTD,10-Dec-24,250.00 ,PROFESSIONAL FEES/CERTIFICATES,V002328466
ROCHDALE BOROUGH COUNCIL,03-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,RICHARD WELLOCK AND SONS LTD,03-Dec-24,49.47 ,PROVISIONS,V002328470
ROCHDALE BOROUGH COUNCIL,03-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,RICHARD WELLOCK AND SONS LTD,03-Dec-24,248.06 ,PROVISIONS,V002328471
ROCHDALE BOROUGH COUNCIL,03-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,LEEC LIMITED,03-Dec-24,79.00 ,MAINTENANCE,V002328491
ROCHDALE BOROUGH COUNCIL,03-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,LEEC LIMITED,03-Dec-24,51.00 ,MAINTENANCE,V002328491
ROCHDALE BOROUGH COUNCIL,03-Dec-24,ECONOMY DIRECTORATE,WINTON FLOORING LIMITED,03-Dec-24,"1,018.42 ",REPAIRS & ALTS OF BUILDINGS,V002328496
ROCHDALE BOROUGH COUNCIL,03-Dec-24,ECONOMY DIRECTORATE,CROWTHER AND SHAW LTD,03-Dec-24,95.50 ,REPAIRS & ALTS OF BUILDINGS,V002328497
ROCHDALE BOROUGH COUNCIL,03-Dec-24,CHILDREN’S SOCIAL CARE,ONEXTRA CARE LTD,03-Dec-24,"19,065.00 ",EBD (EMOT & BEHAV DIFF) PLACEMENTS,V002328503
ROCHDALE BOROUGH COUNCIL,03-Dec-24,CHILDREN’S SOCIAL CARE,ONEXTRA CARE LTD,03-Dec-24,"20,150.00 ",EBD (EMOT & BEHAV DIFF) PLACEMENTS,V002328504
ROCHDALE BOROUGH COUNCIL,03-Dec-24,CHILDREN’S SOCIAL CARE,BANNER GROUP LIMITED,03-Dec-24,10.74 ,PRINTING & STATIONERY,V002328508
ROCHDALE BOROUGH COUNCIL,03-Dec-24,CHILDREN’S SOCIAL CARE,BANNER GROUP LIMITED,03-Dec-24,3.90 ,PRINTING & STATIONERY,V002328508
ROCHDALE BOROUGH COUNCIL,03-Dec-24,ECONOMY DIRECTORATE,A AND D DOOR SYSTEMS LTD,03-Dec-24,140.00 ,REPAIRS & ALTS OF BUILDINGS,V002328509
ROCHDALE BOROUGH COUNCIL,03-Dec-24,ECONOMY DIRECTORATE, WALKER SIME LTD,03-Dec-24,"1,615.37 ",CONSULTANTS FEES,V002328511
ROCHDALE BOROUGH COUNCIL,06-Dec-24,ECONOMY DIRECTORATE,MAVERICK LAB CIC,06-Dec-24,150.00 ,EXPENSES - GENERAL,V002328515
ROCHDALE BOROUGH COUNCIL,06-Dec-24,ECONOMY DIRECTORATE,ACTION TOGETHER,06-Dec-24,"40,000.00 ",GRANTS TO THE VOLUNTARY SECTOR,V002328516
ROCHDALE BOROUGH COUNCIL,06-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,IAN TUNNICLIFFE BUILDING CONSULTANCY LTD,06-Dec-24,"1,250.00 ",MINOR BUILDING WORKS,V002328517
ROCHDALE BOROUGH COUNCIL,06-Dec-24,PUBLIC HEALTH,CARRICK SIGNS LTD,06-Dec-24,65.00 ,ACTIVITIES,V002328521
ROCHDALE BOROUGH COUNCIL,06-Dec-24,ADULT CARE LCO FUNCTIONS,PHOENIX SOFTWARE LIMITED,06-Dec-24,"1,842.00 ",SOFTWARE,V002328528
ROCHDALE BOROUGH COUNCIL,06-Dec-24,ADULT CARE LCO FUNCTIONS,PHOENIX SOFTWARE LIMITED,06-Dec-24,"1,842.00 ",SOFTWARE,V002328528
ROCHDALE BOROUGH COUNCIL,06-Dec-24,ECONOMY DIRECTORATE,CONSTELLIA  PUBLIC LTD,06-Dec-24,742.00 ,CONSULTANTS FEES,V002328529
ROCHDALE BOROUGH COUNCIL,06-Dec-24,RESOURCES,APEX RADIO SYSTEMS LTD,06-Dec-24,25.00 ,HIRE OF EQUIPMENT,V002328531
ROCHDALE BOROUGH COUNCIL,10-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,REDFOX COUNTRYSIDE SERVICES,10-Dec-24,220.00 ,MAINTENANCE,V002328534
ROCHDALE BOROUGH COUNCIL,10-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,REDFOX COUNTRYSIDE SERVICES,10-Dec-24,220.00 ,MAINTENANCE,V002328535
ROCHDALE BOROUGH COUNCIL,10-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,REDFOX COUNTRYSIDE SERVICES,10-Dec-24,150.00 ,EQUIPMENT - GENERAL,V002328536
ROCHDALE BOROUGH COUNCIL,10-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,REDFOX COUNTRYSIDE SERVICES,10-Dec-24,145.00 ,ACTIVITIES,V002328537
ROCHDALE BOROUGH COUNCIL,10-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,REDFOX COUNTRYSIDE SERVICES,10-Dec-24,595.00 ,ACTIVITIES,V002328538
ROCHDALE BOROUGH COUNCIL,10-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,REDFOX COUNTRYSIDE SERVICES,10-Dec-24,"2,000.00 ",ENVIRONMENTAL WORKS LANDSCAPE,V002328539
ROCHDALE BOROUGH COUNCIL,03-Dec-24,ECONOMY DIRECTORATE,FLOOD CONTROL NI LTD,03-Dec-24,"315,848.00 ",MINOR BUILDING WORKS,V002328540
ROCHDALE BOROUGH COUNCIL,03-Dec-24,CHILDREN’S SOCIAL CARE,CARE 4 EVERY CHILD,03-Dec-24,"23,781.34 ",EBD (EMOT & BEHAV DIFF) PLACEMENTS,V002328541
ROCHDALE BOROUGH COUNCIL,03-Dec-24,CHILDREN’S SOCIAL CARE,FOSTERING LTD,03-Dec-24,"4,537.16 ",FOSTER PARENTS BASIC ALLOWANCE,V002328542
ROCHDALE BOROUGH COUNCIL,03-Dec-24,CHILDREN’S SOCIAL CARE,FOSTERING LTD,03-Dec-24,"6,186.98 ",FOSTER PARENTS BASIC ALLOWANCE,V002328543
ROCHDALE BOROUGH COUNCIL,03-Dec-24,CHILDREN’S SOCIAL CARE,THE FOSTERING TEAM,03-Dec-24,"3,589.00 ",FOSTER PARENTS BASIC ALLOWANCE,V002328545
ROCHDALE BOROUGH COUNCIL,09-Dec-24,CHILDREN’S SOCIAL CARE,ARRONBETH THERAPEUTIC CARE LTD,09-Dec-24,"35,360.00 ",YOUNG PEOPLES RENTS,V002328548
ROCHDALE BOROUGH COUNCIL,09-Dec-24,CHILDREN’S SOCIAL CARE,INVIGOR ADOLESCENT CARE LTD,09-Dec-24,"26,350.00 ",EBD (EMOT & BEHAV DIFF) PLACEMENTS,V002328549
ROCHDALE BOROUGH COUNCIL,09-Dec-24,ECONOMY DIRECTORATE,BRAHM FUNDCO 2 LTD,09-Dec-24,"34,533.51 ",PFI SCHEMES RPI,V002328561
ROCHDALE BOROUGH COUNCIL,09-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,MASSEY AND HARRIS ENGINEERING LTD,09-Dec-24,100.00 ,MAINTENANCE,V002328562
ROCHDALE BOROUGH COUNCIL,09-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,CEMETERY DEVELOPMENT SERVICES LTD,09-Dec-24,"1,962.50 ",ARCHITECTS FEES,V002328564
ROCHDALE BOROUGH COUNCIL,09-Dec-24,PUBLIC HEALTH,WALK THE PLANK,09-Dec-24,"5,000.00 ",ACTIVITIES,V002328566
ROCHDALE BOROUGH COUNCIL,09-Dec-24,PUBLIC HEALTH,WALK THE PLANK,09-Dec-24,"5,000.00 ",ACTIVITIES,V002328567
ROCHDALE BOROUGH COUNCIL,09-Dec-24,PUBLIC HEALTH,WALK THE PLANK,09-Dec-24,"2,500.00 ",ACTIVITIES,V002328568
ROCHDALE BOROUGH COUNCIL,09-Dec-24,PUBLIC HEALTH,WALK THE PLANK,09-Dec-24,"4,800.00 ",ACTIVITIES,V002328569
ROCHDALE BOROUGH COUNCIL,09-Dec-24,PUBLIC HEALTH,WALK THE PLANK,09-Dec-24,"9,500.00 ",ACTIVITIES,V002328570
ROCHDALE BOROUGH COUNCIL,09-Dec-24,PUBLIC HEALTH,WALK THE PLANK,09-Dec-24,"6,500.00 ",ACTIVITIES,V002328571
ROCHDALE BOROUGH COUNCIL,09-Dec-24,PUBLIC HEALTH,WALK THE PLANK,09-Dec-24,"6,500.00 ",ACTIVITIES,V002328572
ROCHDALE BOROUGH COUNCIL,09-Dec-24,CHILDREN’S SOCIAL CARE,SYNTHESIA LTD,09-Dec-24,"21,060.00 ",SOFTWARE,V002328573
ROCHDALE BOROUGH COUNCIL,09-Dec-24,CHILDREN’S SOCIAL CARE,CFS CARE LTD,09-Dec-24,"6,793.43 ",YOUNG PEOPLES RENTS,V002328574
ROCHDALE BOROUGH COUNCIL,09-Dec-24,CHILDREN’S SOCIAL CARE,CFS CARE LTD,09-Dec-24,"6,793.43 ",YOUNG PEOPLES RENTS,V002328575
ROCHDALE BOROUGH COUNCIL,09-Dec-24,CHILDREN’S SOCIAL CARE,CFS CARE LTD,09-Dec-24,"6,793.43 ",YOUNG PEOPLES RENTS,V002328576
ROCHDALE BOROUGH COUNCIL,09-Dec-24,PROPERTY AND HIGHWAYS,EXCLUSEC,09-Dec-24,"14,668.91 ",SECURITY,V002328577
ROCHDALE BOROUGH COUNCIL,09-Dec-24,PUBLIC HEALTH,EXCLUSEC,09-Dec-24,"15,614.68 ",SECURITY,V002328578
ROCHDALE BOROUGH COUNCIL,09-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,EXCLUSEC,09-Dec-24,"17,570.91 ",SECURITY,V002328579
ROCHDALE BOROUGH COUNCIL,09-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,DURA ID SOLUTIONS LTD,09-Dec-24,426.40 ,EQUIPMENT - GENERAL,V002328580
ROCHDALE BOROUGH COUNCIL,09-Dec-24,EARLY HELP AND SCHOOLS,KS EDUCATION LTD,09-Dec-24,963.00 ,TRAVELLING GENERAL EXPENSES,V002328581
ROCHDALE BOROUGH COUNCIL,10-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,W H FROST BUTCHERS LTD,10-Dec-24,508.07 ,PROVISIONS,V002328582
ROCHDALE BOROUGH COUNCIL,10-Dec-24,PUBLIC HEALTH,SPIN PRINT SOLUTIONS,10-Dec-24,110.00 ,ACTIVITIES,V002328584
ROCHDALE BOROUGH COUNCIL,10-Dec-24,PUBLIC HEALTH,SPIN PRINT SOLUTIONS,10-Dec-24,96.00 ,ACTIVITIES,V002328584
ROCHDALE BOROUGH COUNCIL,10-Dec-24,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,10-Dec-24,34.80 ,TRAVELLING GENERAL EXPENSES,V002328585
ROCHDALE BOROUGH COUNCIL,10-Dec-24,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,10-Dec-24,"2,063.43 ",TRAVELLING GENERAL EXPENSES,V002328586
ROCHDALE BOROUGH COUNCIL,10-Dec-24,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,10-Dec-24,"1,333.08 ",TRAVELLING GENERAL EXPENSES,V002328587
ROCHDALE BOROUGH COUNCIL,10-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,PHOENIX SOFTWARE LIMITED,10-Dec-24,528.88 ,TRANSACTIONS-EXPENDITURE,V002328588
ROCHDALE BOROUGH COUNCIL,10-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,PHOENIX SOFTWARE LIMITED,10-Dec-24,528.88 ,TRANSACTIONS-EXPENDITURE,V002328588
ROCHDALE BOROUGH COUNCIL,10-Dec-24,EARLY HELP AND SCHOOLS,ACTIVE AID LTD,10-Dec-24,12.00 ,TRAINING,V002328589
ROCHDALE BOROUGH COUNCIL,10-Dec-24,ECONOMY DIRECTORATE,BANNER GROUP LIMITED,10-Dec-24,47.70 ,FURNITURE - GENERAL,V002328590
ROCHDALE BOROUGH COUNCIL,10-Dec-24,ECONOMY DIRECTORATE,BANNER GROUP LIMITED,10-Dec-24,210.56 ,FURNITURE - GENERAL,V002328591
ROCHDALE BOROUGH COUNCIL,10-Dec-24,EARLY HELP AND SCHOOLS,REDACTED - PERSONAL DATA,10-Dec-24,"14,551.68 ",OTHER EST - SEN PROVISION,V002328592
ROCHDALE BOROUGH COUNCIL,10-Dec-24,PUBLIC HEALTH,ARCO GROUP LIMITED,10-Dec-24,18.53 ,"CLOTHES, UNIFORM AND LAUNDRY",V002328593
ROCHDALE BOROUGH COUNCIL,03-Dec-24,PUBLIC HEALTH,ALLSTAR BUSINESS SOLUTIONS LTD,03-Dec-24,53.58 ,FUEL,V002328594
ROCHDALE BOROUGH COUNCIL,03-Dec-24,PUBLIC HEALTH,ALLSTAR BUSINESS SOLUTIONS LTD,03-Dec-24,100.34 ,FUEL,V002328594
ROCHDALE BOROUGH COUNCIL,03-Dec-24,PUBLIC HEALTH,ALLSTAR BUSINESS SOLUTIONS LTD,03-Dec-24,71.31 ,FUEL,V002328594
ROCHDALE BOROUGH COUNCIL,03-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,ALLSTAR BUSINESS SOLUTIONS LTD,03-Dec-24,301.50 ,FUEL,V002328594
ROCHDALE BOROUGH COUNCIL,03-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,ALLSTAR BUSINESS SOLUTIONS LTD,03-Dec-24,215.97 ,FUEL,V002328594
ROCHDALE BOROUGH COUNCIL,03-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,ALLSTAR BUSINESS SOLUTIONS LTD,03-Dec-24,73.28 ,FUEL,V002328594
ROCHDALE BOROUGH COUNCIL,03-Dec-24,PUBLIC HEALTH,ALLSTAR BUSINESS SOLUTIONS LTD,03-Dec-24,53.06 ,FUEL,V002328594
ROCHDALE BOROUGH COUNCIL,03-Dec-24,PUBLIC HEALTH,ALLSTAR BUSINESS SOLUTIONS LTD,03-Dec-24,42.26 ,FUEL,V002328594
ROCHDALE BOROUGH COUNCIL,03-Dec-24,PROPERTY AND HIGHWAYS,ALLSTAR BUSINESS SOLUTIONS LTD,03-Dec-24,68.53 ,CAR PARKING CONTRACT,V002328594
ROCHDALE BOROUGH COUNCIL,03-Dec-24,PROPERTY AND HIGHWAYS,ALLSTAR BUSINESS SOLUTIONS LTD,03-Dec-24,101.98 ,FUEL,V002328594
ROCHDALE BOROUGH COUNCIL,03-Dec-24,PROPERTY AND HIGHWAYS,ALLSTAR BUSINESS SOLUTIONS LTD,03-Dec-24,31.14 ,FUEL,V002328594
ROCHDALE BOROUGH COUNCIL,03-Dec-24,PROPERTY AND HIGHWAYS,ALLSTAR BUSINESS SOLUTIONS LTD,03-Dec-24,969.76 ,FUEL,V002328594
ROCHDALE BOROUGH COUNCIL,03-Dec-24,CHILDREN’S SOCIAL CARE,ALLSTAR BUSINESS SOLUTIONS LTD,03-Dec-24,19.52 ,FUEL,V002328594
ROCHDALE BOROUGH COUNCIL,03-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,ALLSTAR BUSINESS SOLUTIONS LTD,03-Dec-24,50.00 ,FUEL,V002328594
ROCHDALE BOROUGH COUNCIL,03-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,ALLSTAR BUSINESS SOLUTIONS LTD,03-Dec-24,114.46 ,FUEL,V002328594
ROCHDALE BOROUGH COUNCIL,03-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,AQUAM WATER SERVICES LTD,03-Dec-24,1.98 ,WATER CHARGES,V002328595
ROCHDALE BOROUGH COUNCIL,11-Dec-24,EARLY HELP AND SCHOOLS,SPIN PRINT SOLUTIONS,11-Dec-24,83.00 ,EQUIPMENT - GENERAL,V002328596
ROCHDALE BOROUGH COUNCIL,10-Dec-24,PUBLIC HEALTH,EXCLUSEC,10-Dec-24,"9,801.70 ",EVENTS,V002328614
ROCHDALE BOROUGH COUNCIL,10-Dec-24,PUBLIC HEALTH,EXCLUSEC,10-Dec-24,"3,821.60 ",EVENTS,V002328615
ROCHDALE BOROUGH COUNCIL,10-Dec-24,EARLY HELP AND SCHOOLS,BANNER GROUP LIMITED,10-Dec-24,6.47 ,PRINTING & STATIONERY,V002328617
ROCHDALE BOROUGH COUNCIL,10-Dec-24,EARLY HELP AND SCHOOLS,BANNER GROUP LIMITED,10-Dec-24,71.46 ,PRINTING & STATIONERY,V002328617
ROCHDALE BOROUGH COUNCIL,10-Dec-24,EARLY HELP AND SCHOOLS,BANNER GROUP LIMITED,10-Dec-24,5.96 ,PRINTING & STATIONERY,V002328617
ROCHDALE BOROUGH COUNCIL,10-Dec-24,EARLY HELP AND SCHOOLS,BANNER GROUP LIMITED,10-Dec-24,17.07 ,PRINTING & STATIONERY,V002328617
ROCHDALE BOROUGH COUNCIL,10-Dec-24,PROPERTY AND HIGHWAYS,VIVID RESOURCING LTD,10-Dec-24,"1,099.58 ",AGENCY STAFF,V002328618
ROCHDALE BOROUGH COUNCIL,10-Dec-24,EARLY HELP AND SCHOOLS,THE UK ASSOCIATION FOR MUSIC EDUCATION MUSIC MARK,10-Dec-24,177.00 ,TRAINING APPRENTICESHIP LEVY,V002328620
ROCHDALE BOROUGH COUNCIL,02-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,UNIVERSAL LAUNDRY SERVICES,02-Dec-24,799.50 ,"CLOTHES, UNIFORM AND LAUNDRY",V002328622
ROCHDALE BOROUGH COUNCIL,10-Dec-24,CHILDREN’S SOCIAL CARE,ALASDAIR CANT AND ASSOCIATES,10-Dec-24,"1,500.00 ",TRAINING,V002328623
ROCHDALE BOROUGH COUNCIL,10-Dec-24,CHILDREN’S SOCIAL CARE,ALASDAIR CANT AND ASSOCIATES,10-Dec-24,"1,350.00 ",TRAINING,V002328623
ROCHDALE BOROUGH COUNCIL,10-Dec-24,CHILDREN’S SOCIAL CARE,ALASDAIR CANT AND ASSOCIATES,10-Dec-24,500.00 ,TRAINING,V002328623
ROCHDALE BOROUGH COUNCIL,10-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,MOSAIC TOWN PLANNING LTD,10-Dec-24,997.50 ,CONSULTANTS FEES,V002328625
ROCHDALE BOROUGH COUNCIL,10-Dec-24,RESOURCES,ARTHUR J GALLAGHER INSURANCE BROKERS LTD SWINDON,10-Dec-24,159.12 ,TRANSACTIONS-EXPENDITURE,V002328626
ROCHDALE BOROUGH COUNCIL,10-Dec-24,CHILDREN’S SOCIAL CARE,ASSOCIATED CLEANING CONTRACTORS,10-Dec-24,45.00 ,WINDOW CLEANING AND EQUIPMENT,V002328628
ROCHDALE BOROUGH COUNCIL,03-Dec-24,PROPERTY AND HIGHWAYS,WATERMAN ASPEN LTD,03-Dec-24,216.75 ,HIGHWAYS STAFF TIME,V002328629
ROCHDALE BOROUGH COUNCIL,09-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,W J LEWIS BUILDERS MERCHANTS LIMITED,09-Dec-24,19.84 ,BUILDING MATERIALS,V002328631
ROCHDALE BOROUGH COUNCIL,06-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,A AND D DOOR SYSTEMS LTD,06-Dec-24,865.00 ,REPAIRS & ALTS OF BUILDINGS,V002328664
ROCHDALE BOROUGH COUNCIL,10-Dec-24,ECONOMY DIRECTORATE,WAVE,10-Dec-24,140.85 ,WATER CHARGES,V002328678
ROCHDALE BOROUGH COUNCIL,06-Dec-24,PUBLIC HEALTH,WHARTON NATURAL INFRASTRUCTURE CONSULTANTS,06-Dec-24,"1,690.00 ",CONSULTANTS FEES,V002328679
ROCHDALE BOROUGH COUNCIL,10-Dec-24,PUBLIC HEALTH,STOP HATE UK LTD,10-Dec-24,"1,000.00 ",GRANTS TO THE NON VOLUNTARY SECTOR,V002328680
ROCHDALE BOROUGH COUNCIL,03-Dec-24,EARLY HELP AND SCHOOLS,THE NURSERY,03-Dec-24,500.00 ,NURSERY/DAYCARE EXPENDITURE,V002328681
ROCHDALE BOROUGH COUNCIL,10-Dec-24,ADULT CARE LCO FUNCTIONS,SPOT ADVOCACY,10-Dec-24,382.80 ,ACTIVITIES,V002328683
ROCHDALE BOROUGH COUNCIL,10-Dec-24,ADULT CARE LCO FUNCTIONS,HOUSING LIN ENTERPRISES LTD,10-Dec-24,"5,497.50 ",FEES / COMMISSION,V002328684
ROCHDALE BOROUGH COUNCIL,10-Dec-24,NEIGHBOURHOODS AND ENVIRONMENT,UNISCOPE INTERNATIONAL LIMITED,10-Dec-24,"2,327.99 ",TRANSACTIONS-EXPENDITURE,V002328685
ROCHDALE BOROUGH COUNCIL,17-Dec-24,ECONOMY DIRECTORATE,AQUACOOL LTD,17-Dec-24,50.04 ,SUPPLIES AND SERVICES PROVISION,V002328686
ROCHDALE BOROUGH COUNCIL,06-Dec-24,EARLY HELP AND SCHOOLS,EASY CARS MIDDELTON,06-Dec-24,816.62 ,TAXI HIRE,V002328687
